STATUS | wrapper  | 2016/09/07 09:29:55 | --> Wrapper Started as Console
STATUS | wrapper  | 2016/09/07 09:29:55 | Launching a JVM...
INFO   | jvm 1    | 2016/09/07 09:29:56 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2016/09/07 09:29:56 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2016/09/07 09:29:56 | 
INFO   | jvm 1    | 2016/09/07 09:29:56 | Java Runtime: Oracle Corporation 1.8.0_65 C:\Program Files\Java\jre1.8.0_65
INFO   | jvm 1    | 2016/09/07 09:29:56 |   Heap sizes: current=62976k  free=56614k  max=932352k
INFO   | jvm 1    | 2016/09/07 09:29:56 |     JVM args: -Dactivemq.home=../.. -Dactivemq.base=../.. -Djavax.net.ssl.keyStorePassword=password -Djavax.net.ssl.trustStorePassword=password -Djavax.net.ssl.keyStore=../../conf/broker.ks -Djavax.net.ssl.trustStore=../../conf/broker.ts -Dcom.sun.management.jmxremote -Dorg.apache.activemq.UseDedicatedTaskRunner=true -Djava.util.logging.config.file=logging.properties -Dactivemq.conf=../../conf -Dactivemq.data=../../data -Xmx1024m -Djava.library.path=../../bin/win64 -Dwrapper.key=oXdJjHtNUyMGmnUS -Dwrapper.port=32000 -Dwrapper.jvm.port.min=31000 -Dwrapper.jvm.port.max=31999 -Dwrapper.pid=10892 -Dwrapper.version=3.2.3 -Dwrapper.native_library=wrapper -Dwrapper.cpu.timeout=10 -Dwrapper.jvmid=1
INFO   | jvm 1    | 2016/09/07 09:29:56 | ACTIVEMQ_HOME: ..\..
INFO   | jvm 1    | 2016/09/07 09:29:56 | ACTIVEMQ_BASE: ..\..
INFO   | jvm 1    | 2016/09/07 09:29:56 | ACTIVEMQ_CONF: ..\..\conf
INFO   | jvm 1    | 2016/09/07 09:29:56 | ACTIVEMQ_DATA: ..\..\data
INFO   | jvm 1    | 2016/09/07 09:29:56 | Loading message broker from: xbean:activemq.xml
INFO   | jvm 1    | 2016/09/07 09:53:58 |  WARN | Transport Connection to: tcp://127.0.0.1:12135 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 10:32:21 |  WARN | Transport Connection to: tcp://127.0.0.1:12181 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 10:32:21 |  WARN | Transport Connection to: tcp://127.0.0.1:12182 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 10:32:21 |  WARN | Transport Connection to: tcp://127.0.0.1:12183 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 11:11:19 |  WARN | Transport Connection to: tcp://127.0.0.1:13357 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 11:11:19 |  WARN | Transport Connection to: tcp://127.0.0.1:13359 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 11:11:19 |  WARN | Transport Connection to: tcp://127.0.0.1:13358 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 11:12:59 |  WARN | Transport Connection to: tcp://127.0.0.1:13396 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 11:12:59 |  WARN | Transport Connection to: tcp://127.0.0.1:13397 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 11:12:59 |  WARN | Transport Connection to: tcp://127.0.0.1:13398 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 11:14:43 |  WARN | Transport Connection to: tcp://127.0.0.1:13403 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 11:14:43 |  WARN | Transport Connection to: tcp://127.0.0.1:13405 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 11:14:43 |  WARN | Transport Connection to: tcp://127.0.0.1:13404 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 11:15:02 |  WARN | Transport Connection to: tcp://127.0.0.1:13703 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 11:15:02 |  WARN | Transport Connection to: tcp://127.0.0.1:13705 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 11:15:02 |  WARN | Transport Connection to: tcp://127.0.0.1:13704 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 11:17:07 |  WARN | Transport Connection to: tcp://127.0.0.1:13771 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 11:17:07 |  WARN | Transport Connection to: tcp://127.0.0.1:13769 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 11:17:07 |  WARN | Transport Connection to: tcp://127.0.0.1:13770 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 11:35:56 |  WARN | Transport Connection to: tcp://127.0.0.1:14917 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 11:35:56 |  WARN | Transport Connection to: tcp://127.0.0.1:14918 failed: java.net.SocketException: Connection reset
INFO   | jvm 1    | 2016/09/07 11:35:56 |  WARN | Transport Connection to: tcp://127.0.0.1:14919 failed: java.net.SocketException: Connection reset
